,Country,City,Latitude,Longitude,elevation
910,CMR,Far North,10.6377186,14.2738156,330
2699,CMR,South,2.7312374,11.6254622,620
2728,CMR,South-West,4.2180273,9.1733628,257
1395,COD,Kinshasa,,,632
2944,COD,Tshuapa,,,406
1786,COD,Mongala,,,402
2766,COD,Sud-Ubangi,,,374
1639,COD,Mai-Ndombe,,,347
1988,COD,North Kivu,,,1032
1960,COD,Nord-Ubangi,,,437
1215,COD,Ituri,,,962
1584,COD,Lualaba,,,1067
2943,COD,Tshopo,,,482
1583,COD,Lower Uele,,,596
1420,COD,Kongo-Central,,,440
1569,COD,Lomami,,,721
2987,COD,Upper Uele,,,765
1333,COD,Kasai-Oriental,,,646
581,COD,Central Kasai,,,696
1332,COD,Kasai,,,524
1463,COD,Kwango,,,804
1466,COD,Kwilu,,,469
2719,COD,South Kivu,,,1136
3224,COD,Équateur,,,337
2834,COD,Tanganyika,,,767
1103,COD,Haut-Katanga,,,1214
2558,COD,Sankuru,,,521
1104,COD,Haut-Lomami,,,919
1669,COD,Maniema,,,558
2201,COG,Plateaux,-2.1709644,15.2286129,470
1927,COG,Niari,-2.9077055,12.3298313,352
447,COG,Brazzaville,-4.2694407,15.2712256,636
2555,COG,Sangha,0.9371865,16.5503883,435
1432,COG,Kouilou,-4.1960964,11.9104388,102
1548,COG,Likouala,1.6788828,17.4747723,350
1606,COG,Lékoumou,-3.2315605,13.5211721,544
2218,COG,Pointe-Noire,-4.7975373,11.8503297,16
715,COG,Cuvette,-0.4936855,16.1602013,329
716,COG,Cuvette-Ouest,0.280252,14.5292599,460
2224,COG,Pool,-3.7298545,15.053872,514
437,COG,Bouenza,-4.2868653,13.3972129,306
1037,COL,Guainía,2.5000086,-69.0000086,146
1743,COL,Meta,3.5000086,-73.0000086,231
1887,COL,Nariño,1.5842268,-77.8585766,639.5
520,COL,Caldas,5.3302514,-75.2873471,1452
200,COL,Arauca,6.6666755,-71.0000086,129
2573,COL,Santander,7.0000085,-73.2500086,862
1044,COL,Guaviare,1.7899198,-72.3761784,225
1155,COL,Huila,2.4738993,-75.5900113,1554
145,COL,Amazonas,-1.305299,-71.4659212,143
3025,COL,Valle del Cauca,3.6984053,-76.5501996,1069
2387,COL,Risaralda,5.2102948,-75.9842236,1549
1486,COL,La Guajira,11.4354118,-72.9002161,76
146,COL,Amazonas,-1.305299,-71.4659212,1063
201,COL,"Archipiélago de San Andrés, Providencia y Santa Catalina",12.5375979,-81.7204155,7.5
187,COL,Antioquia,7.0000085,-75.5000086,748
144,COL,Amazonas,-1.305299,-71.4659212,91
232,COL,Atlántico,10.6773422,-74.9718666,43
420,COL,Bolívar,9.3660477,-74.8023636,1851
419,COL,Bolívar,9.3660477,-74.8023636,74
642,COL,Chocó,6.0000085,-77.0000086,99
413,COL,Bogota Capital District,4.2834715,-74.1753606,3276.5
441,COL,Boyacá,5.6278979,-72.8268617,2482
2761,COL,Sucre,9,-75,27
549,COL,Caquetá,1.1153385,-74.1056838,232
1632,COL,Magdalena,10.5808075,-74.0685669,71
3040,COL,Vaupés,0.4228124,-70.9468372,198
3051,COL,Vichada,4.8686613,-69.3736658,122
555,COL,Casanare,5.5000085,-71.5000086,158
601,COL,Cesar,9.3333415,-73.5000086,103
712,COL,Cundinamarca,5.1096596,-74.0995854,1904
2279,COL,Putumayo,0.5000086,-76.0000086,249
564,COL,Cauca,2.715645,-76.662665,1526
2308,COL,Quindío,4.4028313,-75.7025795,1660
2912,COL,Tolima,4.0355786,-75.2086642,1229
1966,COL,Norte de Santander,8.4417924,-73.0492505,1048
1776,COM,Moheli,-12.3204573,43.7204313,142
174,COM,Anjouan,-12.2265681,44.4107049,294
1027,COM,Grande Comore,-11.6525688,43.3309706,418
2787,CPV,São Domingos,15.030534,-23.5308824,213
2230,CPV,Porto Novo,17.0174637,-25.2004042,526.5
2565,CPV,Santa Catarina do Fogo,14.9022545,-24.3212579,856
2790,CPV,São Miguel,15.1899662,-23.6420486,173
2379,CPV,Ribeira Brava,16.5805775,-24.0887328,150.5
2380,CPV,Ribeira Grande,17.1391197,-25.1368741,370
2381,CPV,Ribeira Grande de Santiago,14.9158522,-23.6048421,299
2788,CPV,São Filipe,14.921425,-24.4420245,527.5
2789,CPV,São Lourenço dos Órgãos,15.0709442,-23.5865131,345.5
2144,CPV,Paul,17.1150295,-25.0201589,455
2514,CPV,Sal,16.7204556,-22.9386761,20
2793,CPV,São Vicente,16.8494412,-24.9718792,72
2791,CPV,São Salvador do Mundo,15.0916507,-23.631732,394
2237,CPV,Praia,14.9162811,-23.5095095,123
1641,CPV,Maio,15.2272182,-23.1563014,25
408,CPV,Boa Vista,16.099509,-22.8009411,46
2844,CPV,Tarrafal de São Nicolau,16.5754161,-24.3341992,57
446,CPV,Brava,14.8519426,-24.7086939,265
1814,CPV,Mosteiros,15.000139,-24.3374082,627
2843,CPV,Tarrafal,15.2664503,-23.7227339,129
2257,CRI,Provincia San José,9.6313549,-84.0670548,979
2256,CRI,Provincia Puntarenas,9.003218,-82.7985785,215
2255,CRI,Provincia Limón,10.0812393,-83.3452188,157
2254,CRI,Provincia Heredia,9.9864054,-84.1848831,75
2252,CRI,Provincia Cartago,9.86475,-83.9227273,1450
2251,CRI,Provincia Alajuela,9.9944537,-84.1979893,142
2253,CRI,Provincia Guanacaste,10.247313,-85.2458484,140
2190,CUB,Pinar del Rio,22.312447,-83.9389386,26
1208,CUB,Isle of Youth,21.9841355,-82.4119306,13
2554,CUB,Sancti Spiritus,21.7261281,-79.613293,75
2576,CUB,Santiago de Cuba,20.0214263,-75.8294928,226
1110,CUB,Havana,23.135305,-82.3589631,48
213,CUB,Artemisa,22.8272763,-82.9259245,36
522,CUB,Camagüey,21.3791765,-77.9183681,41
3060,CUB,Villa Clara,22.7036119,-79.6944968,77
1719,CUB,Mayabeque,22.8254157,-82.0701062,61
660,CUB,Cienfuegos,22.1459864,-80.4530775,47
659,CUB,Ciego de Avila,21.7476686,-78.729558,17
1042,CUB,Guantánamo,19.9709396,-75.1434583,254
1139,CUB,Holguín,20.8869704,-76.2591995,82
1522,CUB,Las Tunas,21.0887045,-76.8121648,39
1028,CUB,Granma,20.1947889,-77.2936265,48
1712,CUB,Matanzas,23.0469236,-81.5783032,13
1550,CYP,Limassol,34.6852901,33.0332657,454
1471,CYP,Kyrenia,35.3396291,33.3205287,194
2131,CYP,Paphos,34.7743988,32.4231586,329
1521,CYP,Larnaca,34.9236095,33.6236184,144.5
909,CYP,Famagusta,35.1205261,33.9387919,53
1931,CYP,Nicosia,35.1746503,33.3638783,271
2137,CZE,Pardubický kraj,49.889819,16.1283254,411
2209,CZE,Plze?ský kraj,,,
2071,CZE,Olomoucký kraj,49.8591058,16.9561267,387
3231,CZE,Ústecký kraj,50.5663266,13.8206705,336
3212,CZE,Zlínský kraj,49.19692,17.6460916,370
2749,CZE,St?edo?eský kraj,,,
1542,CZE,Liberecký kraj,50.747604,14.9903103,397
1805,CZE,Moravskoslezský kraj,49.860275,18.0386541,405
1326,CZE,Karlovarský kraj,50.1753532,12.8060863,621
1443,CZE,Královéhradecký kraj,50.4093927,15.6850054,368
1436,CZE,Kraj Vyso?ina,,,
1249,CZE,Jiho?eský kraj,,,
1133,CZE,Hlavní m?sto Praha,,,
1250,CZE,Jihomoravský kraj,49.1249179,16.6827716,282
1123,DEU,Hessen,50.6080651,9.0284647,302
353,DEU,Bayern,48.9467562,11.4038717,472
448,DEU,Bremen,53.0758196,8.8071646,3
444,DEU,Brandenburg,52.8455492,13.2461296,58
1090,DEU,Hamburg,53.550341,10.000654,11
2884,DEU,Thüringen,50.9014721,11.0377839,337
2444,DEU,Sachsen,50.9295798,13.4585052,239
1963,DEU,Nordrhein-Westfalen,51.4789205,7.5543751,101
2603,DEU,Schleswig-Holstein,54.1853998,9.8220089,17
2439,DEU,Saarland,49.3841872,6.9537369,304
2375,DEU,Rheinland-Pfalz,49.9531599,7.310646,324
377,DEU,Berlin,52.5173885,13.3951309,44
1933,DEU,Niedersachsen,52.8398531,9.075962,40
284,DEU,Baden-Württemberg,48.53775,9.041169,482
2445,DEU,Sachsen-Anhalt,51.9280976,11.6812243,84
1730,DEU,Mecklenburg-Vorpommern,53.7735064,12.5755471,34
212,DJI,Arta,11.4341375,42.6203731,505
132,DJI,Ali Sabieh,11.1630687,42.8372778,554.5
2808,DJI,Tadjourah,12.0358121,42.5174505,554
778,DJI,Dikhil,11.42837,42.0639774,418
2048,DJI,Obock,11.9640149,43.292228,245
801,DJI,Djibouti,11.8145966,42.8453061,117
2492,DMA,Saint Patrick,15.2770426,-61.2964775,91.5
2486,DMA,Saint Mark,15.2285265,-61.3500041,94
2485,DMA,Saint Mark,15.2285265,-61.3500041,206
2491,DMA,Saint Patrick,15.2770426,-61.2964775,455.5
2458,DMA,Saint David,15.4223996,-61.2884118,128
2457,DMA,Saint David,15.4223996,-61.2884118,296
2484,DMA,Saint Luke,15.2526483,-61.3606848,213
1961,DNK,Nordjylland,56.8152793,9.7273308,19
2781,DNK,Syddanmark,55.3784263,9.1318064,29
1753,DNK,Midtjylland,56.2356484,9.234625,37
1146,DNK,Hovedstaden,55.8616018,12.3137969,23
2667,DNK,Sjælland,55.5455979,11.6973741,16
2151,DOM,Pedernales,18.0372324,-71.7441566,248
2578,DOM,Santo Domingo,18.4713858,-69.8918436,32
2574,DOM,Santiago,19.336389,-70.9521277,549
1698,DOM,María Trinidad Sánchez,19.4433304,-69.9990821,54.5
1796,DOM,Monte Plata,18.8381907,-69.8365984,139
292,DOM,Bahoruco,18.5140239,-71.3303393,190
818,DOM,Duarte,19.2833163,-70.1880055,90
1482,DOM,La Altagracia,18.5880886,-68.6053104,62
1795,DOM,Monte Cristi,19.7177718,-71.4448113,50
1191,DOM,Independencia,18.4155861,-71.6357396,156
730,DOM,Dajabón,19.4366635,-71.5703737,218
869,DOM,El Seybo,,,114
2786,DOM,Sánchez Ramírez,19.0037537,-70.1488827,110
2164,DOM,Peravia,18.3515003,-70.3695268,158
2575,DOM,Santiago Rodríguez,19.3690729,-71.3523808,330
797,DOM,Distrito Nacional,18.4853599,-69.9299587,52.5
322,DOM,Barahona,18.1893495,-71.2286019,421
1495,DOM,La Romana,18.4230137,-68.9661104,71
1101,DOM,Hato Mayor,18.8150136,-69.3478425,93
1496,DOM,La Vega,19.0311497,-70.7274246,1032
2524,DOM,Samaná,19.1780767,-69.6510809,72
2537,DOM,San Cristóbal,18.4174531,-70.1103346,256.5
2540,DOM,San José de Ocoa,18.6085333,-70.5141754,934.5
1789,DOM,Monseñor Nouel,18.9234801,-70.4157265,491
259,DOM,Azua,18.6257252,-70.9046478,459
2548,DOM,San Pedro de Macorís,18.6078948,-69.4885492,36
2271,DOM,Puerto Plata,19.7225234,-70.7208338,128.5
1122,DOM,Hermanas,19.3957699,-70.3840578,261
893,DOM,Espaillat,19.5108126,-70.4918803,199
1484,DOM,La Estrelleta,18.467173,-69.8907858,638
3028,DOM,Valverde,19.5955662,-71.0303974,112
341,DZA,Batna,35.3384291,5.7315453,908
1506,DZA,Laghouat,33.7504405,2.6431094,851
2642,DZA,Sidi Bel Abbès,34.682268,-0.4357555,998.5
2825,DZA,Tamanrasset,24.3753438,4.3208436,594
262,DZA,Aïn Témouchent,35.3651297,-0.9452171,167
2696,DZA,Souk Ahras,36.1378681,7.8262426,806
357,DZA,Bejaia,36.7511783,5.0643687,475
131,DZA,Algiers,36.7729333,3.0588445,37
261,DZA,Aïn Defla,36.1586843,2.0842817,493
1252,DZA,Jijel,36.8167305,5.771494,390
800,DZA,Djelfa,34.342841,3.2172531,770
2112,DZA,Oum El Bouaghi,35.8105805,7.0184178,877
2794,DZA,Sétif,36.1893494,5.4046876,959
2668,DZA,Skikda,36.8801317,6.9077363,223
640,DZA,Chlef,36.20342,1.2680696,310
1700,DZA,Mascara,35.3978385,0.2430195,471
485,DZA,Béchar,31.385726,-2.0115958,577
692,DZA,Constantine,36.3641642,6.6084281,726
1756,DZA,Mila,36.2502135,6.1652163,814
2887,DZA,Tiaret,34.8947575,1.5945792,1004
1373,DZA,Khenchela,34.9133455,6.9059431,902
2894,DZA,Tindouf,27.543907,-6.2400411,431
1845,DZA,Médéa,35.9752045,3.0123504,780
2895,DZA,Tipaza,36.527157,2.1672012,215.5
2899,DZA,Tissemsilt,35.7858975,1.8340957,870
2901,DZA,Tizi Ouzou,36.6816175,4.237186,452
2903,DZA,Tlemcen,34.881789,-1.316699,980
60,DZA,Adrar,26.4888155,-1.3582442,338
1047,DZA,Guelma,36.3491635,7.409499,599
59,DZA,Adrar,26.4888155,-1.3582442,318
2963,DZA,Tébessa,35.124945,7.9011735,890
1813,DZA,Mostaganem,35.928808,0.089978,161
870,DZA,El Tarf,36.6713563,8.070134,112
987,DZA,Ghardaia,32.440827,3.5618209,457
396,DZA,Biskra,34.8508816,5.729074,276
1608,DZA,M'Sila,35.1300205,4.2003107,676
406,DZA,Blida,36.4705658,2.8274937,201
2107,DZA,Ouargla,30.9980145,6.7664536,200
2367,DZA,Relizane,35.8363185,0.9118537,283
2599,DZA,Saïda,34.743349,0.2440764,1055
1183,DZA,Illizi,27.8528505,7.8189636,587
176,DZA,Annaba,36.8982165,7.7549272,84
1895,DZA,Naâma,33.2336851,-0.8151958,1136
428,DZA,Bordj Bou Arreridj?,36.0962028,4.6602742,
2079,DZA,Oran,35.7044415,-0.6502981,108
438,DZA,Bouira,36.2316481,3.9082579,728
439,DZA,Boumerdès,36.7358032,3.6163046,120
862,DZA,El Bayadh,32.570303,1.1259581,796
866,DZA,El Oued,33.215441,7.1553214,95
1045,ECU,Guayas,-2,-80,28
1884,ECU,Napo,-0.6081965,-77.9520341,1889
1576,ECU,Los Ríos,-1.4941273,-79.5542485,40
3196,ECU,Zamora Chinchipe,-4.0620183,-78.7751588,1755
959,ECU,Galápagos,-0.0606899,-90.673898,143
1568,ECU,Loja,-4.0528506,-79.8053425,1511
892,ECU,Esmeraldas,0.7343619,-79.3858867,149
865,ECU,El Oro,-3.5311093,-79.8333234,433
2084,ECU,Orellana,-0.78618,-76.4803184,255
1657,ECU,Manabi,-0.7588025,-80.0612131,191
1185,ECU,Imbabura,0.3753621,-78.355681,2341
1809,ECU,Morona Santiago,-2.6232969,-78.0048106,1066
2141,ECU,Pastaza,-1.916667,-77,300
2762,ECU,Sucumbios,-0.039138,-76.5119678,274
2188,ECU,Pichincha,-0.0584893,-78.3284371,2531
2953,ECU,Tungurahua,-1.2765895,-78.4754667,3281
553,ECU,Carchi,0.8375163,-78.2075154,2572
701,ECU,Cotopaxi,-0.8268521,-78.8937757,2968
260,ECU,Azuay,-3.0524451,-79.2395135,2838
567,ECU,Cañar,-2.574484,-78.9804678,2979
2579,ECU,Santo Domingo de los Tsáchilas,-0.3158526,-79.2224149,397
2569,ECU,Santa Elena,-2.1954593,-80.5669167,84
633,ECU,Chimborazo,-1.9262626,-78.7297799,3442
516,EGY,Cairo Governorate,30.0332516,31.5621651,259
228,EGY,Aswan Governorate,23.4351066,32.6139493,240
736,EGY,Damietta Governorate,31.4113331,31.7557072,1
372,EGY,Beni Suef Governorate,28.8382688,30.8544768,201.5
1994,EGY,North Sinai Governorate,30.5042803,33.591006,328
731,EGY,Dakahlia Governorate,31.1380046,31.8882499,3
2682,EGY,Sohag Governorate,26.7624628,32.0909936,401
355,EGY,Beheira Governorate,30.7915206,30.3465488,19
2338,EGY,Red Sea Governorate,25.5664162,34.0930512,404
2290,EGY,Qena Governorate,26.2408267,32.9084243,266
1280,EGY,Kafr el-Sheikh Governorate,31.3814765,30.8513566,2
906,EGY,Faiyum Governorate,29.340737,30.6201045,19
1715,EGY,Matrouh Governorate,29.7876385,27.427041,130
2724,EGY,South Sinai Governorate,28.6449564,33.8711313,678
2287,EGY,Qalyubia Governorate,30.2474311,31.485767,15
1599,EGY,Luxor Governate,,,101
111,EGY,Al Sharqia Governorate,30.5985638,31.4984834,9
1800,EGY,Monufia Governorate,30.4370098,30.7466852,12
130,EGY,Alexandria Governorate,30.9432983,29.765645,31
999,EGY,Giza Governorate,29.0540357,29.4190807,194
1912,EGY,New Valley Governorate,24.8766665,28.7341991,320
1209,EGY,Ismailia Governorate,30.5963288,32.3953274,46
2768,EGY,Suez Governorate,29.4165427,32.1490967,249
2227,EGY,Port Said Governorate,31.1821275,32.372582,1
229,EGY,Asyut Governorate,27.2065132,31.5500282,406
986,EGY,Gharbiyya Governorate,30.8391947,31.0016072,7
1764,EGY,Minya Governate,28.104055,30.7547465,162
745,ERI,Debub Region,14.9099667,38.8150692,1766.5
968,ERI,Gash-Barka Region,15.25,37.5,769
2739,ERI,Southern Red Sea Region,13.75,41.5,281
1628,ERI,Maekel Region,15.333333,38.916667,2250
184,ERI,Anseba Region,16.5000101,37.5000048,678
2006,ERI,Northen Red Sea Region,16.6655773,38.4768068,310
3133,ESH,Western Sahara,31.7785854,35.2340684,243
558,ESP,Castilla y León,41.55005,-5.1387401,890
686,ESP,Comunidad Foral de Navarra,42.6125488,-1.8307877,536
688,ESP,Comunitat Valenciana,39.6819591,-0.7654406,496
2149,ESP,País Vasco/Euskadi,43.3508219,-3.0682813,459
559,ESP,Castilla-La Mancha,39.4177902,-2.6232332,784
198,ESP,Aragón,41.3787291,-0.7639373,735
900,ESP,Extremadura,39.1748426,-6.1529891,392
1492,ESP,La Rioja,42.3285528,-2.4674917,773
1181,ESP,Illes Balears,39.613432,2.8829185,87
687,ESP,Comunidad de Madrid,40.5248319,-3.7715628,715
2366,ESP,Región de Murcia,37.9166355,-1.4779797,457
161,ESP,Andalucía,37.3399964,-4.5811614,449
2247,ESP,Principado de Asturias,43.3133868,-5.94192,534
524,ESP,Canarias,28.2935785,-16.6214471,270
529,ESP,Cantabria,43.1595664,-4.0878382,538.5
667,ESP,Ciudad Autónoma de Ceuta,,,39
958,ESP,Galicia,42.61946,-7.863112,461
668,ESP,Ciudad Autónoma de Melilla,,,34
562,ESP,Cataluña/Catalunya,41.3819033,2.1762519,489
1096,EST,Harju maakond,59.409009,24.7369572,46
1174,EST,Ida-Viru maakond,59.219803,27.3905162,53
1128,EST,Hiiu maakond,59.0087546,22.4225205,16
1604,EST,Lääne maakond,59.0980207,23.5715832,16
2438,EST,Saare maakond,58.2057461,22.4848673,15
2283,EST,Pärnu maakond,58.3195068,24.3026121,27
1605,EST,Lääne-Viru maakond,59.4075666,26.309987,91
3084,EST,Võru maakond,57.8132607,26.9847576,104
2846,EST,Tartu maakond,58.4074616,26.7346645,52
3059,EST,Viljandi maakond,58.3229472,25.5824866,59
2327,EST,Rapla maakond,58.9419781,24.6984042,59
1267,EST,Jõgeva maakond,58.7710427,26.5686,70
3021,EST,Valga maakond,57.8689071,26.1048717,80
1266,EST,Järva maakond,58.9380564,25.7332418,78
2284,EST,Põlva maakond,58.1694924,27.1567066,69
2687,ETH,Somali,7.2629844,43.5360531,666
960,ETH,Gambela,7.8102647,34.1822172,474
148,ETH,Amhara,11.5,38.5,1882
62,ETH,Afar,11.7108206,41.0330866,562
2434,ETH,SNNPR,7.0459362,38.4651606,1403
366,ETH,Beneshangul Gumu,,,983
56,ETH,Addis Ababa,9.0358287,38.7524127,2320
1095,ETH,Hareri,9.2932054,42.1619353,1735.5
782,ETH,Dire Dawa,9.5912196,41.9797191,1332
2089,ETH,Oromia,7.6721644,40.0299727,1577
2892,ETH,Tigray,13.881273,39.127495,1574
1469,FIN,Kymenlaakso,60.7318529,27.0828744,
2716,FIN,South Karelia,61.2667443,28.4054849,
1519,FIN,Lapland,67.6922371,26.728139,
2019,FIN,Northern Savonia,62.9370461,27.4939415,
923,FIN,Finland Proper,60.3036114,22.4113084,33
2015,FIN,Northern Ostrobothnia,64.9521512,25.6968812,
2855,FIN,Tavastia Proper,60.9376961,24.1531919,
1363,FIN,Keski-Pohjanmaa,63.6476557,24.1114113,
2589,FIN,Satakunta,61.5934279,21.7824512,
2099,FIN,Ostrobothnia,62.9651857,21.2099367,
1985,FIN,North Karelia,62.801052,30.2127116,
1285,FIN,Kainuu,64.5946354,28.6810524,
2721,FIN,South Ostrobothnia,62.7389391,23.1124435,
2192,FIN,Pirkanmaa,61.7174331,23.7157115,
578,FIN,Central Finland,62.6093658,25.579461,
3001,FIN,Uusimaa,60.2246684,25.1272631,39
3220,FIN,Åland Islands,60.1715116,20.0773923,18
2741,FIN,Southern Savonia,,,
2282,FIN,Päijät-Häme,61.2297202,25.8105507,
3122,FJI,Western,-17.7493989,177.4529413,167
847,FJI,Eastern,-18.970617,-179.0584415,92
2007,FJI,Northern,-16.4038897,179.04897,111
569,FJI,Central,-17.9338436,178.412103,173
2146,FRA,Pays de la Loire,47.6594864,-0.8186143,67
2248,FRA,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,625
440,FRA,Bourgogne-Franche-Comté,47.118711,4.9691044,286
450,FRA,Bretagne,48.2640845,-2.9202408,85
2026,FRA,Nouvelle-Aquitaine,45.4039367,0.3756199,123
1109,FRA,Hauts-de-France,50.1024606,2.7247515,96
250,FRA,Auvergne-Rhône-Alpes,45.2968119,4.6604809,597
1964,FRA,Normandie,49.0677708,0.3138532,132
699,FRA,Corse,42.188098,9.0683139,421
3225,FRA,Île-de-France,48.6443057,2.7537863,111
2050,FRA,Occitanie,43.6487851,2.3435684,317
1022,FRA,Grand Est,48.4845157,6.113035,245
597,FRA,Centre-Val de Loire,47.5490251,1.7324062,135
655,FSM,Chuuk,,,6
1426,FSM,Kosrae,,,53
2215,FSM,Pohnpei,,,64
3165,FSM,Yap,,,22
2057,GAB,"Ogooué-Ivindo	",0.60082,12.6887911,512
1923,GAB,Ngounié,-1.5910727,10.978503,365
3140,GAB,Woleu-Ntem,1.2950125,11.8218827,582
2058,GAB,Ogooué-Lolo,-1.0002904,12.4952424,431
2059,GAB,Ogooué-Maritime,-1.4958157,9.5060896,42
1817,GAB,Moyen-Ogooué,-0.5003495,10.4991063,109
898,GAB,Estuaire,0.4302639,9.4655189,74
1106,GAB,Haut-Ogooué,-1.231544,13.8309713,488
2040,GAB,Nyanga,-3.0080415,10.9964746,198
2605,GBR,Scotland,56.7861112,-4.1140518,199
3091,GBR,Wales,52.2928116,-3.73893,195
2013,GBR,Northern Ireland,54.5859836,-6.9591554,96
878,GBR,England,52.5310214,-1.2649062,82
2532,GEO,Samtskhe?Javakheti,41.5296305,43.2434208,
1186,GEO,Imereti,42.18756,42.9521554,596
41,GEO,Abkhazia,43.1500226,41.2299786,918
58,GEO,Adjara,41.6711566,42.102131,1169
2857,GEO,Tbilisi,41.6934591,44.8014495,511
1057,GEO,Guria,41.9762527,42.1266073,193
2321,GEO,Racha-Lechkhumi and Kvemo Svaneti,42.6685428,43.1506207,1730
1289,GEO,Kakheti,41.8144317,45.7174977,636
1459,GEO,Kvemo Kartli,41.5124578,44.5495369,1073
1822,GEO,Mtskheta-Mtianeti,42.2266944,44.7157824,1705
2628,GEO,Shida Kartli,42.1852843,43.9422199,1169
2529,GEO,Samegrelo-Zemo Svaneti,42.6629046,42.2328587,1112
1978,GHA,North East Region,10.3959773,-0.5410794,163
3129,GHA,Western North Region,6.2279367,-2.8234891,175
1030,GHA,Greater Accra Region,5.8101532,0.0995242,33
426,GHA,Bono Region,7.6761791,-2.4735401,262
3072,GHA,Volta Region,6.5348624,0.4556055,68
586,GHA,Central Region,5.7244148,-1.3761749,1091
585,GHA,Central Region,5.7244148,-1.3761749,105
223,GHA,Ashanti Region,6.8003319,-1.5188142,208
2596,GHA,Savannah Region,9.1400654,-1.7111234,157
2103,GHA,Oti Region,7.8633872,0.318598,133
425,GHA,Bono East Region,7.8035236,-1.0876492,130
68,GHA,Ahafo Region,6.9168852,-2.5350966,240
2988,GHA,Upper West Region,10.3669525,-2.0921426,279
3132,GHA,Western Region,5.4261241,-2.1286574,87
2984,GHA,Upper East Region,10.7245907,-0.8196591,199
2017,GHA,Northern Region,9.6600005,-0.3943799,150
2018,GHA,Northern Region,9.6600005,-0.3943799,599
852,GHA,Eastern Region,6.446877,-0.3770964,159
689,GIN,Conakry,9.5170602,-13.6998434,5
1497,GIN,Labe,11.7614835,-12.0118889,591
1310,GIN,Kankan,10.6248355,-9.3175166,417
1392,GIN,Kindia,10.1154374,-13.1916883,244
414,GIN,Boke,11.3406898,-13.9440724,104
1656,GIN,Mamou,10.6619269,-12.1139542,675
2042,GIN,Nzerekore,8.3925728,-8.8572519,532
912,GIN,Faranah,10.3143203,-10.890097,486
1357,GMB,Kerewan,13.4731283,-16.1334361,18
1674,GMB,Mansakonko,13.3978304,-15.7263312,17
336,GMB,Basse,13.4049977,-14.1495576,36
318,GMB,Banjul,13.4410165,-16.5627509,3
1454,GMB,Kuntaur,13.629489,-14.8566638,29
1309,GMB,Kanifing,13.4536107,-16.65468,10
452,GMB,Brikama,13.258513,-16.4999051,20
1235,GMB,Janjanbureh,13.5219233,-14.8708511,19
2307,GNB,Quinara,11.6340114,-15.0952685,17
2914,GNB,Tombali,11.2981082,-15.1170104,17
951,GNB,Gabu,12.1170351,-14.1762506,67
416,GNB,Bolama,11.2795064,-16.0294425,11
397,GNB,Bissau,11.861324,-15.583055,11
2064,GNB,Oio,12.2876092,-15.3387658,28
286,GNB,Bafatá,12.1348511,-14.750361,43
391,GNB,Biombo,11.8816758,-15.7784496,8
513,GNB,Cacheu,12.274246,-16.1648911,11
1405,GNQ,Kié-Ntem Province,2.0579266,10.9855916,600
599,GNQ,Centro Sur Province,1.3969966,10.4538528,621
3100,GNQ,Wele-Nzas Province,1.4648719,11.131676,663
389,GNQ,Bioko Norte,3.6484594,8.7851155,297
177,GNQ,Annobón,-1.434384,5.6374236,112
1559,GNQ,Litoral Province,1.6026374,9.841569,66
390,GNQ,Bioko Sur,3.4245254,8.6646092,519.5
882,GRC,Epirus-Western Macedonia,39.6745269,20.0684865,740
66,GRC,Agion Oros,40.2232081,24.0398959,223
859,GRC,Egean,,,131
239,GRC,Attica,37.7561803,23.6669006,185
2154,GRC,Peloponisos-W. Greece & Ionian,,,376
704,GRC,Crete,35.3084952,24.4633423,356
1618,GRC,Macedonia-Thrace,41.1171078,25.4054806,224
2878,GRC,Thessalia-Central Greece,39.3101078,22.0652628,369
2735,GRD,Southern Grenadine Islands,,,18
2292,GRL,Qeqqata,66.5,-48,
2291,GRL,Qeqertalik,68.2684331,-51.1518465,
2615,GRL,Sermersooq,66,-40,
2004,GRL,Northeast Greenland National Park,77.3686991,-30.9011346,
251,GRL,Avannaata,76.5049265,-56.2911976,
1446,GRL,Kujalleq,61,-45,
3183,GTM,Zacapa,15.0200926,-89.4858705,634.5
137,GTM,Alta Verapaz,15.5949705,-90.0918031,406
890,GTM,Escuintla,14.1921288,-91.0263791,57
2171,GTM,Petén,16.8317906,-90.0450637,183
2920,GTM,Totonicapán,15.0423435,-91.4061458,2351
2306,GTM,Quiché,15.4381786,-91.0075186,1471.5
2305,GTM,Quetzaltenango,14.8464612,-91.5194208,1906
2443,GTM,Sacatepéquez,14.5531759,-90.7547018,1875
2571,GTM,Santa Rosa,14.1501523,-90.3508818,721
2685,GTM,Sololá,14.7039412,-91.282818,2076.5
2373,GTM,Retalhuleu,14.4201398,-91.8297038,48
637,GTM,Chiquimula,14.6891037,-89.3960023,907
2760,GTM,Suchitepéquez,14.3740226,-91.3650139,193.5
868,GTM,El Progreso,14.9100436,-90.0682728,807
1228,GTM,Jalapa,14.6507936,-89.9390853,1324
1154,GTM,Huehuetenango,15.606418,-91.6442217,1818
2546,GTM,San Marcos,14.9533135,-91.9120444,2021.5
632,GTM,Chimaltenango,14.6539748,-90.9272741,1844
1219,GTM,Izabal,15.5700584,-88.9829247,92
1263,GTM,Jutiapa,14.1476859,-89.8872508,846
1043,GTM,Guatemala,15.5855545,-90.345759,1454
